ava_id,name,ym,tmean_mean,tmean_min,tmean_max,ppt_mean,ppt_min,ppt_max
rattlesnake_hills,Rattlesnake Hills,198102,3.2614991624597054,1.7600001096725464,4.340000152587891,15.166676633163664,12.126019477844238,18.613000869750977
red_mountain,Red Mountain,198102,4.161562725901604,3.7400002479553223,4.480000019073486,21.239171624183655,20.63014030456543,21.826536178588867
rocky_reach,Rocky Reach,198102,2.1320797495082418,0.8400000333786011,2.9100000858306885,48.70837603206128,33.3390007019043,59.67100143432617
royal_slope,Royal Slope,198102,2.8205940881855,1.3700001239776611,3.7800002098083496,17.94420639513612,12.441909790039062,27.62136459350586
snipes_mountain,Snipes Mountain,198102,3.7432001972198488,3.4600002765655518,3.9700002670288086,10.976694717407227,10.077825546264648,12.4686279296875
the_burn_of_columbia_valley,The Burn of Columbia Valley,198102,3.8748277795725854,3.4700002670288086,4.740000247955322,30.687955768629052,29.191999435424805,35.67300033569336
wahluke_slope,Wahluke Slope,198102,3.593293654745904,2.180000066757202,4.7900004386901855,13.666417584902998,11.299120903015137,17.114315032958984
walla_walla_valley_19840112,Walla Walla Valley,198102,3.979989571820897,2.130000114440918,4.630000114440918,62.84636314046771,36.075958251953125,154.9949951171875
walla_walla_valley,Walla Walla Valley,198102,4.032814195992026,2.130000114440918,4.630000114440918,62.537160922853225,35.94401168823242,154.9949951171875
white_bluffs,White Bluffs,198102,3.7139367071836724,3.330000162124634,4.880000114440918,24.96990390163457,20.589574813842773,32.060340881347656
yakima_valley_19830504,Yakima Valley,198102,3.6062282852715617,0.33000001311302185,4.7900004386901855,19.50751511476658,9.41211223602295,69.6500015258789
yakima_valley,Yakima Valley,198102,3.6061264599995524,0.33000001311302185,4.7900004386901855,19.50721075840434,9.41211223602295,69.6500015258789
ancient_lakes_of_columbia_valley,Ancient Lakes of Columbia Valley,198103,7.6526122279086355,6.78000020980835,9.370000839233398,7.182626453496642,4.5289998054504395,9.631804466247559
beverly_washington,Beverly Washington,198103,8.744059198042926,7.960000514984131,9.370000839233398,8.335237783544203,8.174280166625977,8.581815719604492
candy_mountain,Candy Mountain,198103,8.432000350952148,8.289999961853027,8.600000381469727,17.748516845703126,17.65052032470703,17.82067108154297
columbia_gorge,Columbia Gorge,198103,6.797636547770856,4.740000247955322,9.390000343322754,20.391062520591817,5.438408374786377,65.16699981689453
columbia_valley_19841213,Columbia Valley,198103,7.24978588216796,1.6800000667572021,10.290000915527344,20.612418323849244,1.4133827686309814,131.97000122070312
columbia_valley,Columbia Valley,198103,7.247116994471049,1.6800000667572021,10.290000915527344,20.497915594895943,1.4133827686309814,131.97000122070312
columbia_valley_20010427,Columbia Valley,198103,7.249814050989423,1.6800000667572021,10.290000915527344,20.629052460894954,1.4133827686309814,131.97000122070312
goose_gap,Goose Gap,198103,8.631818528608843,8.360000610351562,9.070000648498535,17.280404836481267,16.111207962036133,18.10480499267578
horse_heaven_hills,Horse Heaven Hills,198103,8.066156956204644,6.160000324249268,9.270000457763672,12.406259624987412,2.7483880519866943,28.882476806640625
lake_chelan,Lake Chelan,198103,6.470929527704695,4.390000343322754,7.190000534057617,5.6626238991728925,4.367000102996826,7.690999984741211
lewis_clark_valley,Lewis-Clark Valley,198103,7.563106273876802,5.680000305175781,10.010000228881836,51.24295435606978,43.332000732421875,60.54100036621094
naches_heights,Naches Heights,198103,6.180000294086545,5.210000038146973,7.500000476837158,4.102860456289247,3.61299991607666,4.506999969482422
puget_sound,Puget Sound,198103,8.491238534351348,4.340000152587891,10.300000190734863,73.04483731805794,18.13800048828125,185.85499572753906
rattlesnake_hills,Rattlesnake Hills,198103,7.687706133954331,5.460000038146973,8.850000381469727,3.0910949654891997,2.3379921913146973,4.208000183105469
red_mountain,Red Mountain,198103,8.842500388622284,8.380000114440918,9.220000267028809,17.46356326341629,16.090572357177734,18.573551177978516
rocky_reach,Rocky Reach,198103,7.845518057325245,6.700000286102295,8.789999961853027,4.731168109758765,2.8380000591278076,6.22599983215332
royal_slope,Royal Slope,198103,7.7975952260325965,7.080000400543213,8.880000114440918,10.371343634961178,7.638000011444092,15.59781551361084
snipes_mountain,Snipes Mountain,198103,8.760400352478028,8.230000495910645,9.160000801086426,2.4383579158782958,2.2036499977111816,2.625030994415283
the_burn_of_columbia_valley,The Burn of Columbia Valley,198103,7.811919881009508,7.12000036239624,8.760000228881836,8.580057445613818,3.1389999389648438,12.821000099182129
wahluke_slope,Wahluke Slope,198103,8.476909811082093,7.160000324249268,10.160000801086426,7.624293710010639,4.497655868530273,11.886245727539062
walla_walla_valley_19840112,Walla Walla Valley,198103,8.217883706935899,6.130000114440918,9.010000228881836,63.59456792882679,36.39650344848633,131.97000122070312
walla_walla_valley,Walla Walla Valley,198103,8.2574033114844,6.130000114440918,9.010000228881836,62.340022117888836,36.39650344848633,131.97000122070312
white_bluffs,White Bluffs,198103,8.0737790005864,7.7300004959106445,9.210000038146973,16.08088263343362,13.002904891967773,19.928760528564453
yakima_valley_19830504,Yakima Valley,198103,8.261683894628627,4.190000057220459,9.510000228881836,5.761854237227729,1.8786896467208862,29.68600082397461
yakima_valley,Yakima Valley,198103,8.261623209236898,4.190000057220459,9.510000228881836,5.7593640288009915,1.8786896467208862,29.68600082397461
ancient_lakes_of_columbia_valley,Ancient Lakes of Columbia Valley,198104,9.676576746924448,8.329999923706055,11.84000015258789,1.130024473798477,0.0,4.255000114440918
beverly_washington,Beverly Washington,198104,11.25647112902473,10.200000762939453,11.860000610351562,1.4461144840016085,1.3921400308609009,1.559000015258789
candy_mountain,Candy Mountain,198104,10.78800048828125,10.440000534057617,10.940000534057617,7.425198650360107,7.3378400802612305,7.5044779777526855
columbia_gorge,Columbia Gorge,198104,8.56799204091866,6.5400004386901855,11.890000343322754,33.44265290736426,7.421000003814697,86.18199920654297
columbia_valley_19841213,Columbia Valley,198104,9.38766195621364,3.700000286102295,12.500000953674316,12.047942617607994,0.0,133.39500427246094
columbia_valley,Columbia Valley,198104,9.38362570502673,3.700000286102295,12.500000953674316,11.961794570296485,0.0,133.39500427246094
columbia_valley_20010427,Columbia Valley,198104,9.387582502961045,3.700000286102295,12.500000953674316,12.062167877586125,0.0,133.39500427246094
goose_gap,Goose Gap,198104,10.963636901161887,10.630000114440918,11.380000114440918,7.141403917832808,6.208749771118164,7.544320106506348
horse_heaven_hills,Horse Heaven Hills,198104,10.457759482904626,8.050000190734863,12.210000991821289,5.301339929108747,1.7146000862121582,16.320999145507812
lake_chelan,Lake Chelan,198104,8.794717238012668,6.390000343322754,9.8100004196167,2.1959557659858095,1.3270000219345093,4.846438407897949
lewis_clark_valley,Lewis-Clark Valley,198104,9.973903145498902,8.220000267028809,12.120000839233398,44.97926836523391,21.422000885009766,73.0270004272461
naches_heights,Naches Heights,198104,7.7533724252567735,7.160000324249268,8.570000648498535,7.334332613057868,1.8580000400543213,12.032999992370605
puget_sound,Puget Sound,198104,8.887263272546786,4.380000114440918,10.890000343322754,98.61239598250556,28.290836334228516,440.0740051269531
rattlesnake_hills,Rattlesnake Hills,198104,8.717855267685877,6.12000036239624,10.750000953674316,0.0,0.0,0.0
red_mountain,Red Mountain,198104,11.155313104391098,10.630000114440918,11.540000915527344,6.957161292433739,5.723879814147949,8.208687782287598
rocky_reach,Rocky Reach,198104,10.066549157674334,8.970000267028809,10.780000686645508,3.4765860074389296,2.190999984741211,7.484000205993652
royal_slope,Royal Slope,198104,9.793144365060668,8.680000305175781,11.24000072479248,1.3414964238019518,0.35428911447525024,4.068357944488525
snipes_mountain,Snipes Mountain,198104,10.563600502014161,9.980000495910645,11.080000877380371,0.0,0.0,0.0
the_burn_of_columbia_valley,The Burn of Columbia Valley,198104,10.31264419117193,9.520000457763672,11.520000457763672,4.01272412826275,2.055000066757202,6.302000045776367
wahluke_slope,Wahluke Slope,198104,10.672790358032005,8.630000114440918,12.40000057220459,1.0061111701247485,0.41468799114227295,2.345806121826172
walla_walla_valley_19840112,Walla Walla Valley,198104,10.746803910256782,8.100000381469727,11.890000343322754,34.710313656036725,15.83769416809082,133.39500427246094
walla_walla_valley,Walla Walla Valley,198104,10.759959590386238,8.100000381469727,11.890000343322754,34.45536809923867,15.63802719116211,133.39500427246094
white_bluffs,White Bluffs,198104,10.23705933780493,9.74000072479248,11.99000072479248,11.91769329756037,8.570590019226074,15.416855812072754
yakima_valley_19830504,Yakima Valley,198104,9.922563399028297,5.670000076293945,11.970000267028809,1.8354042437529625,0.0,13.545999526977539
yakima_valley,Yakima Valley,198104,9.922361875829935,5.670000076293945,11.970000267028809,1.834244278970956,0.0,13.545999526977539
ancient_lakes_of_columbia_valley,Ancient Lakes of Columbia Valley,198105,14.376720165802261,13.040000915527344,16.5,32.30679524631824,24.9909725189209,40.76300048828125
beverly_washington,Beverly Washington,198105,15.880530076868395,14.870000839233398,16.560001373291016,23.707092621747186,23.29349708557129,24.306259155273438
candy_mountain,Candy Mountain,198105,14.990000915527343,14.780000686645508,15.210000991821289,29.496128463745116,29.384599685668945,29.601579666137695
columbia_gorge,Columbia Gorge,198105,12.220387953057136,10.120000839233398,16.23000144958496,31.498286565144856,21.5049991607666,44.005001068115234
columbia_valley_19841213,Columbia Valley,198105,13.368333220051818,7.5400004386901855,17.060001373291016,39.120805804690185,8.213129997253418,92.62699890136719
columbia_valley,Columbia Valley,198105,13.366873790199291,7.5400004386901855,17.060001373291016,39.107379211156996,8.213129997253418,92.62699890136719
columbia_valley_20010427,Columbia Valley,198105,13.368098884293634,7.5400004386901855,17.060001373291016,39.12769507007586,8.213129997253418,92.62699890136719
goose_gap,Goose Gap,198105,15.115091757340865,14.870000839233398,15.460000991821289,29.484206494418057,28.93716049194336,29.937198638916016
horse_heaven_hills,Horse Heaven Hills,198105,14.364140825839502,11.950000762939453,15.74000072479248,29.188471951279062,23.62611961364746,43.121429443359375
lake_chelan,Lake Chelan,198105,13.529248393742384,10.860000610351562,14.770000457763672,50.05044447637237,33.77899932861328,60.98099899291992
lewis_clark_valley,Lewis-Clark Valley,198105,13.443464381094197,11.700000762939453,15.40000057220459,48.7170936023916,30.13599967956543,87.06400299072266
naches_heights,Naches Heights,198105,11.702558728151542,10.820000648498535,12.99000072479248,27.740418633749318,23.82900047302246,31.179000854492188
puget_sound,Puget Sound,198105,12.0031516543632,7.720000267028809,13.960000991821289,60.81124576078018,36.815155029296875,252.91900634765625
rattlesnake_hills,Rattlesnake Hills,198105,13.252167631570199,10.99000072479248,15.030000686645508,22.05351287849381,13.783160209655762,33.05500030517578
red_mountain,Red Mountain,198105,15.307813227176666,14.910000801086426,15.700000762939453,29.109895884990692,28.247499465942383,29.879419326782227
rocky_reach,Rocky Reach,198105,14.768142303534313,13.720000267028809,15.500000953674316,46.174289382664504,38.527000427246094,52.39699935913086
royal_slope,Royal Slope,198105,14.249661538275308,13.040000915527344,15.670001029968262,26.932279592036764,22.97361946105957,30.156904220581055
snipes_mountain,Snipes Mountain,198105,14.737200584411621,14.100000381469727,15.290000915527344,11.249291725158692,9.62024974822998,12.147299766540527
the_burn_of_columbia_valley,The Burn of Columbia Valley,198105,14.145402919286969,13.290000915527344,15.49000072479248,22.0136552131039,18.783000946044922,25.253999710083008
wahluke_slope,Wahluke Slope,198105,15.175116653027741,13.080000877380371,16.880001068115234,21.785022580105327,16.021968841552734,28.890979766845703
walla_walla_valley_19840112,Walla Walla Valley,198105,14.14526940471212,11.34000015258789,15.200000762939453,59.426532284036554,45.183895111083984,92.00800323486328
walla_walla_valley,Walla Walla Valley,198105,14.20559412265377,11.34000015258789,15.200000762939453,59.089620528626625,45.183895111083984,92.00800323486328
white_bluffs,White Bluffs,198105,14.22668796279482,13.760000228881836,15.850000381469727,32.86212463497009,27.573871612548828,38.57058334350586
yakima_valley_19830504,Yakima Valley,198105,14.130312117462609,9.790000915527344,15.90000057220459,21.05365826304914,8.213129997253418,54.404998779296875
yakima_valley,Yakima Valley,198105,14.130129063613689,9.790000915527344,15.90000057220459,21.051852836279686,8.213129997253418,54.404998779296875
ancient_lakes_of_columbia_valley,Ancient Lakes of Columbia Valley,198106,16.592834607625413,15.420001029968262,18.600000381469727,16.438563118142596,13.269000053405762,19.160999298095703
beverly_washington,Beverly Washington,198106,18.271177404067096,17.380001068115234,18.82000160217285,13.412299885469324,12.994784355163574,13.72914981842041
candy_mountain,Candy Mountain,198106,17.410000610351563,17.360000610351562,17.450000762939453,25.353497314453126,25.183361053466797,25.60536766052246
columbia_gorge,Columbia Gorge,198106,14.370802814013338,12.300000190734863,18.14000129699707,64.8825679761634,38.26900100708008,87.69377136230469
columbia_valley_19841213,Columbia Valley,198106,15.904446108153136,10.09000015258789,19.160001754760742,30.158050796128464,8.965110778808594,108.76799774169922
columbia_valley,Columbia Valley,198106,15.903193122330553,10.09000015258789,19.160001754760742,30.01626798895402,8.965110778808594,108.76799774169922
columbia_valley_20010427,Columbia Valley,198106,15.904305045401301,10.09000015258789,19.160001754760742,30.167576190350267,8.965110778808594,108.76799774169922
goose_gap,Goose Gap,198106,17.454728178544478,17.220001220703125,17.740001678466797,25.25651397705078,24.725990295410156,26.13602638244629
horse_heaven_hills,Horse Heaven Hills,198106,17.01021510203516,14.670001029968262,18.71000099182129,28.412499127201965,22.509267807006836,40.92605209350586
lake_chelan,Lake Chelan,198106,15.382593631744385,12.84000015258789,16.650001525878906,20.36542479759824,18.429000854492188,22.648000717163086
lewis_clark_valley,Lewis-Clark Valley,198106,15.911677260435264,14.070000648498535,18.59000015258789,67.99778389748727,49.97200012207031,126.37100219726562
naches_heights,Naches Heights,198106,14.435930861983188,13.720000267028809,15.450000762939453,22.459965107052824,18.722999572753906,25.131000518798828
puget_sound,Puget Sound,198106,13.641833771524816,8.460000038146973,15.870000839233398,86.21861954012577,31.607999801635742,506.6470031738281
rattlesnake_hills,Rattlesnake Hills,198106,15.892354576535539,13.720000267028809,17.3700008392334,20.099536016020576,13.929101943969727,31.04400062561035
red_mountain,Red Mountain,198106,17.655000925064087,17.39000129699707,18.020000457763672,25.906568944454193,24.02994728088379,27.915748596191406
rocky_reach,Rocky Reach,198106,16.704775109755253,15.700000762939453,17.360000610351562,18.616738905948875,14.055999755859375,20.666000366210938
royal_slope,Royal Slope,198106,16.71389169019914,15.460000991821289,17.96000099182129,13.96212303867917,12.877983093261719,15.691030502319336
snipes_mountain,Snipes Mountain,198106,17.173200912475586,16.6200008392334,17.68000030517578,13.034481201171875,12.153075218200684,13.612896919250488
the_burn_of_columbia_valley,The Burn of Columbia Valley,198106,16.972058329088934,16.260000228881836,18.270000457763672,27.29948166595108,23.347000122070312,29.849000930786133
wahluke_slope,Wahluke Slope,198106,17.591491775236268,15.590001106262207,18.93000030517578,13.05729731615039,11.21567153930664,15.638733863830566
walla_walla_valley_19840112,Walla Walla Valley,198106,16.94881619759631,14.420001029968262,17.740001678466797,57.516872697368875,38.7093391418457,108.76799774169922
walla_walla_valley,Walla Walla Valley,198106,17.011476911377397,14.420001029968262,17.880001068115234,57.242167573020694,37.976192474365234,108.76799774169922
white_bluffs,White Bluffs,198106,16.638335148247403,16.09000015258789,18.280000686645508,25.834022123378126,18.47278594970703,35.44162368774414
yakima_valley_19830504,Yakima Valley,198106,16.59374741432241,12.500000953674316,18.3700008392334,19.294063634944685,10.654000282287598,40.060001373291016
yakima_valley,Yakima Valley,198106,16.593581922077878,12.500000953674316,18.3700008392334,19.292884202988066,10.654000282287598,40.060001373291016
ancient_lakes_of_columbia_valley,Ancient Lakes of Columbia Valley,198107,20.618602709042825,19.400001525878906,22.860000610351562,9.387886192839025,7.3318281173706055,11.654000282287598
beverly_washington,Beverly Washington,198107,22.65058921365177,21.57000160217285,23.310001373291016,5.172117513768813,4.609576225280762,6.436650276184082
candy_mountain,Candy Mountain,198107,21.706000900268556,21.630001068115234,21.790000915527344,3.7751901149749756,3.4244985580444336,3.9052200317382812
